,0,neg,neu,pos,compound
2492,['Osaka withdraws from WTA finals with shoulder injury  '],0.259,0.741,0.0,-0.4215
2493,['Plus500 quarterly revenue jumps on customer additions  '],0.0,1.0,0.0,0.0
2494,['IT services firm kicks of SoftBank units earnings with 41 quarterly profit rise  '],0.0,0.818,0.182,0.4404
2495,['Dozens arrested as Australia mining protest turns violent  '],0.6,0.4,0.0,-0.8402
2496,['Morphosys ends development of dermatitis treatment shares fall  '],0.0,0.784,0.216,0.296
2497,['Young Taliban must be heard says new UN youth envoy  '],0.0,1.0,0.0,0.0
2498,['Saudi Aramco aims to begin planned IPO on Nov 3 sources  '],0.0,1.0,0.0,0.0
2499,['Thanks auntie but I think Ive got this says Englands Vunipola  '],0.0,1.0,0.0,0.0
2500,['Rugby Frenchman Garces to referee World Cup final  '],0.0,1.0,0.0,0.0
2501,['I finally found love Singapore TV host and actress Belinda Lee gets married  '],0.0,0.756,0.244,0.6369
2502,['Six Cambodians held as hopes fade for missing British tourist  '],0.157,0.643,0.2,0.1531
2503,['Vietnam says trying to speed up identification of UK truck dead  '],0.281,0.719,0.0,-0.6486
2504,['Saudi Aramco targeting to kick off planned IPO on Nov 3 sources  '],0.0,1.0,0.0,0.0
2505,['Cricket Australia skipper Finch backing Agar to become T20 finisher  '],0.0,0.901,0.099,0.0258
2506,['Irans thirsty energy industry runs up against water shortage  '],0.165,0.661,0.174,0.0258
2507,['Nepali climber claims new speed record for worlds 14 highest peaks  '],0.0,1.0,0.0,0.0
2508,['Football Milner backs confident Liverpool for Premier League glory  '],0.081,0.47,0.45,0.7579
2509,['Rugby Dont armwrestle the Boks World Cup winner Wilkinson warns England  '],0.092,0.658,0.25,0.5267
2510,['Threepeat Fed copies 1990s playbook in bid to avert a downturn  '],0.145,0.855,0.0,-0.1779
2511,['Milner backs confident Liverpool for Premier League glory  '],0.086,0.432,0.482,0.7579
2512,['Asia shares touch threemonth top cautious on Fed  '],0.123,0.526,0.351,0.3818
2513,['Rugby World Cup Springboks wont change tactics for England in final says coach  '],0.0,1.0,0.0,0.0
2514,['Indian toddler dies after three days stuck in well  '],0.165,0.661,0.174,0.0258
2515,['Australia skipper Finch backing Agar to become T20 finisher  '],0.0,0.891,0.109,0.0258
2516,['40 residents evacuated after fire at Ang Mo Kio flat  '],0.194,0.806,0.0,-0.34
2517,['Hong Kong shops shutter as months of protest darken economic gloom  '],0.359,0.641,0.0,-0.6808
2518,['WATCH Smoke billows from a fire that broke out in a kitchen at Ang Mo Ko Avenue 10 Video '],0.245,0.755,0.0,-0.6369
2519,['English tourists seriously injured in Australia shark attack  '],0.556,0.444,0.0,-0.7579
2520,['Kolbe back in contention for World Cup final  Erasmus  '],0.0,1.0,0.0,0.0
2521,['Frenchman Garces to referee World Cup final  '],0.0,1.0,0.0,0.0
2522,['TikTok owner ByteDance says it has no immediate Hong Kong IPO plans denies FT report  '],0.263,0.737,0.0,-0.6124
2523,['Teen goes around HDB block masturbating in front of women gets probation  '],0.195,0.805,0.0,-0.4404
2524,['LeBron James Schwarzenegger among celebrities fleeing homes in LA wildfire  '],0.0,1.0,0.0,0.0
2525,['Sale spring Ben Curry to watch twin Tom in World Cup final  '],0.0,1.0,0.0,0.0
2526,['TikTok owner ByteDance says it has no immediate HK IPO plans denies FT report  '],0.278,0.722,0.0,-0.6124
2527,['Stam quits as Feyenoord manager after Ajax mauling  '],0.0,1.0,0.0,0.0
2528,['Super Juniors Shindong needs to lose 40kg reveals new diet partnership  '],0.197,0.803,0.0,-0.4019
2529,['WATCH Fireworks were set off next to an HDB block along Jalan Rajah yesterday in the second such case over the De '],0.116,0.884,0.0,-0.4404
2530,['Australian regulator files privacy suit against Google alleging location data misuse  '],0.0,1.0,0.0,0.0
2531,['Activist Joshua Wong says he has been barred from Hong Kong election  '],0.0,1.0,0.0,0.0
2532,['Australian regulator files privacy suit against Google alleging location data misuse  '],0.0,1.0,0.0,0.0
2533,['Erin Brockovich backs Australia class action over chemical contamination  '],0.118,0.882,0.0,-0.0516
2534,['Police investigating second case of fireworks over Deepavali weekend  '],0.0,1.0,0.0,0.0
2535,['Apple stealthily launches noisecancelling AirPods Pro  '],0.0,0.845,0.155,0.0258
2536,['Asia shares edge higher eyes turn to Fed  '],0.0,0.784,0.216,0.296
2537,['PM Lee congratulates Canadas Justin Trudeau on reelection  '],0.0,1.0,0.0,0.0
2538,['Killing of Islamic State leader Baghdadi an important development in fight against terror MFA '],0.303,0.606,0.091,-0.6369
2539,['What Amitabh Bachchan Priyanka Chopra and Mukesh Ambani did for Deepavali  '],0.0,1.0,0.0,0.0
2540,['Shoulder injury ends Benns comeback bid  '],0.318,0.682,0.0,-0.4215
2541,['Japan tax agency finds Ghosn used Nissan money for private use report  '],0.0,1.0,0.0,0.0
2542,['Corinthians win womens Copa Libertadores  '],0.0,0.568,0.432,0.5859
2543,['Suspected administrator of obscene SG Nasi Lemak chat group charged with transmitting porn  '],0.318,0.682,0.0,-0.6808
2544,['Hong Kong to record negative economic growth in 2019 says leader  '],0.227,0.613,0.16,-0.2732
2545,['JJ Lin hospitalised in China hospital staff take turns lying on his bed after he leaves  '],0.175,0.825,0.0,-0.5267
2546,['The streaming wars first victim your wallet  '],0.487,0.513,0.0,-0.6908
2547,['Singapore sets solar energy target for 2030 that would provide enough power for 350000 homes '],0.0,0.877,0.123,0.2732
2548,['Australian regulator files lawsuit against Google for data collection  '],0.174,0.826,0.0,-0.2263
2549,['Aiming at Olympic boom Japan builds Ethnic Harmony tribute to indigenous Ainu  '],0.0,0.816,0.184,0.4019
2550,['Magnitude 66 earthquake strikes south Philippines USGS  '],0.263,0.737,0.0,-0.3612
2551,['Brumbies coach McKellar says not ready for Wallabies job  '],0.19,0.81,0.0,-0.2755
2552,['Female astronauts a different Vietnam War in new Apple TV series  '],0.281,0.719,0.0,-0.5994
2553,['New solar power target would provide energy for 350000 households by 2030  '],0.0,0.851,0.149,0.2732
2554,['US regulator to bar Chinas Huawei and ZTE from government subsidy programme  '],0.0,1.0,0.0,0.0
2555,['US regulator to bar Chinas Huawei and ZTE from government subsidy program  '],0.0,1.0,0.0,0.0
2556,['Juul to cut jobs as ecigarette firm restructures  '],0.208,0.792,0.0,-0.2732
2557,['We know we made mistakes on 737 MAX Boeing CEO  '],0.2,0.8,0.0,-0.3612
2558,['Australian regulator initiates court action against Google  '],0.0,1.0,0.0,0.0
2559,['Asia shares reach threemonth peak as risk embraced  '],0.184,0.526,0.289,0.0516
2560,['California utility PGampEs stock tumbles as wildfire spreads  '],0.0,1.0,0.0,0.0
2561,['Google owner Alphabet in bid to buy Fitbit Sources  '],0.0,1.0,0.0,0.0
2562,['Justice Department issues grand jury subpoenas in JampJ opioid probe filing  '],0.0,0.786,0.214,0.4588
2563,['Googles search for sales in cloud hardware clip Alphabet profit  '],0.0,0.775,0.225,0.4404
2564,['Death of Canadian model Zombie Boy ruled an accident official  '],0.237,0.763,0.0,-0.4767
2565,['US lawmaker decries smear campaign in video about resignation  '],0.37,0.63,0.0,-0.5719
2566,['Tennis Federer withdraws from Paris Masters as Cilic Tsonga progress  '],0.0,0.781,0.219,0.4215
2567,['Trump rips Chicago as more dangerous than Afghanistan  '],0.298,0.702,0.0,-0.5256
2568,['Led by Sanders Democrats vow to press Israel on Palestinian state  '],0.0,1.0,0.0,0.0
2569,['US House to hold first formal impeachment process vote  '],0.0,1.0,0.0,0.0
2570,['US wants to bolster fight against Islamic State after its leaders death  '],0.371,0.629,0.0,-0.7579
2571,['Islamic State chief Baghdadi buried at sea by US military  '],0.0,1.0,0.0,0.0
2572,['Getty fire threatens posh Los Angeles homes as blaze in California wine country rages on  '],0.384,0.616,0.0,-0.7964
2573,['TSMC GlobalFoundries settle patent disputes  '],0.296,0.704,0.0,-0.2732
2574,['GM Toyota Fiat Chrysler back Trump on California emissions challenge  '],0.0,0.885,0.115,0.0772
2575,['California regulator to investigate utilities mass fireprevention power outages  '],0.0,1.0,0.0,0.0
2576,['New clashes as embattled Chile president reshuffles cabinet  '],0.0,1.0,0.0,0.0
2577,['Rugby England must climb that Everest again to win World Cup says Woodward  '],0.0,0.774,0.226,0.5859
2578,['84yearold man with rightwing links tries to burn French mosque shoots 2 people  '],0.0,1.0,0.0,0.0
2579,['Getty fire threatens posh Los Angeles homes as blaze in California wine country rages on  '],0.384,0.616,0.0,-0.7964
2580,['Justice Department issues grand jury subpoenas in JampJ opioid probe filing  '],0.0,0.786,0.214,0.4588
2581,['United Avianca and Copas South American deal delayed as they mull fourth partner  '],0.128,0.872,0.0,-0.2263
2582,['How one Singaporean artist is trying to make the world a happier place  '],0.0,0.779,0.221,0.5267
2583,['Timestrapped but in need of a skincare treat Sleeping masks offer the convenience and beauty benefits you need '],0.0,0.552,0.448,0.9209
2584,['How one Asian man is influencing the way Australia perceives food  '],0.0,1.0,0.0,0.0
2585,['Handcrafted custom guitars The collectors item you didnt know you wanted  '],0.0,1.0,0.0,0.0
2586,['Commentary The problem with a Phase One USChina trade deal  '],0.231,0.769,0.0,-0.4019
2587,['Commentary Sleep not bad posture explains neck pain  '],0.251,0.532,0.217,-0.1154
2588,['Commentary The cult of WeWork wont be the startup worlds last  '],0.0,1.0,0.0,0.0
2589,['MOH to develop guidelines for firms that provide nonclinical genetic testing  '],0.0,1.0,0.0,0.0
2590,['SampP 500 ends at record on hopes for USChina trade deal Fed rate cut  '],0.117,0.726,0.156,0.1779
2591,['US welcomes intraAfghan talks in China  '],0.0,0.69,0.31,0.4019
2592,['Russia answers WADA but noncompliance threat remains  '],0.397,0.603,0.0,-0.6808
2593,['Merkel Macron praise Draghis European dream as ECB chief bows out  '],0.0,0.641,0.359,0.6808
2594,['Lockheed Martin awarded US7 billion US defense contract Pentagon  '],0.0,0.656,0.344,0.4939
2595,['Lebanon protesters block roads to keep revolt alive  '],0.358,0.448,0.194,-0.296
2596,['Alphabet misses profit estimates as Google bets big on newer businesses  '],0.128,0.676,0.196,0.25
2597,['GM Toyota Fiat Chrysler seek to intervene in California emissions suit  '],0.0,1.0,0.0,0.0
2598,['New clashes in Bolivia as election protest enters second week  '],0.167,0.833,0.0,-0.25
2599,['People taking blood thinners may risk danger by mixing with OTC meds  '],0.333,0.667,0.0,-0.6705
2600,['Football  Smalling finds green path away from the pitch  '],0.0,1.0,0.0,0.0
2601,['Beyond Meat expenses surge as manufacturing ramps up shares fall  '],0.0,0.82,0.18,0.296
2602,['Microsoft says Russialinked hackers target sports organizations  '],0.0,1.0,0.0,0.0
2603,['Female and minority health professionals face discrimination from rural colleagues  '],0.0,1.0,0.0,0.0
2604,['TMobile beats quarterly phone subscriber estimates  '],0.0,1.0,0.0,0.0
2605,['Microsoft says Russialinked hackers target sports organizations  '],0.0,1.0,0.0,0.0
2606,['Mirati drug shrinks tumors in some cancer patients in earlystage trial  '],0.286,0.714,0.0,-0.6597
2607,['Beyond Meat beats revenue estimates raises forecast  '],0.0,1.0,0.0,0.0
2608,['Waymo tests rider only service and looks beyond robotaxis  '],0.0,1.0,0.0,0.0
2609,['Alphabet thirdquarter profit misses estimates  '],0.216,0.455,0.33,0.25
2610,['Humanitys homeland found in ancient Botswana  '],0.0,1.0,0.0,0.0
2611,['Trump administration eases risks for banks on false lending claims  '],0.157,0.672,0.172,0.0516
2612,['Amazon could challenge loss of US10 billion Pentagon cloud deal as early as next week  '],0.131,0.795,0.074,-0.25
2613,['Tennis Djokovic enjoys fun Nadal practice session ahead of No 1 battle  '],0.247,0.412,0.34,0.4215
2614,['With more choices of vegetarian cafeteria meals more are sold  '],0.0,1.0,0.0,0.0
2615,['Soccer Smalling finds green path away from the pitch  '],0.0,1.0,0.0,0.0
2616,['De Beers banks on diamonds are for me  '],0.0,1.0,0.0,0.0
2617,['Iraq army declares curfew in Baghdad after student protests  '],0.174,0.826,0.0,-0.2263
2618,['Spanish women footballers to strike over pay and conditions  '],0.266,0.734,0.0,-0.2263
2619,['Boeing CEO We know we made mistakes on 737 MAX  '],0.2,0.8,0.0,-0.3612
2620,['Syrian constitution talks in Geneva sign of hope UN  '],0.0,0.756,0.244,0.4404
2621,['Man with rightwing links tries to burn French mosque shoots two  '],0.0,1.0,0.0,0.0
2622,['Pentagon deal to boost Microsofts position in cloud computing Analysts  '],0.0,0.787,0.213,0.4019
2623,['FCC to vote to bar Huawei ZTE from government subsidy program Sources  '],0.0,1.0,0.0,0.0
2624,['Argentina tightens exchange controls to stem capital flight  '],0.0,1.0,0.0,0.0
2625,['Exclusive FCC to vote to bar Huawei ZTE from government subsidy program  sources  '],0.0,1.0,0.0,0.0
2626,['Pentagon deal to boost Microsofts position in cloud computing  analysts  '],0.0,0.787,0.213,0.4019
2627,['Ribery banned three matches for pushing linesman  '],0.3,0.7,0.0,-0.4588
2628,['Apple launches AirPods Pro at US249  '],0.0,1.0,0.0,0.0
2629,['Octogenerian tries to burn mosque shoots and injures two Police  '],0.0,1.0,0.0,0.0
2630,['Formula 1 Even without Bono Mercedes have depth to win with Hamilton  '],0.0,0.743,0.257,0.5859
2631,['Ajax full back Dest chooses to play for US  '],0.0,0.789,0.211,0.34
2632,['Svitolina starts WTA title defence with win as Halep sees off Andreescu  '],0.0,0.679,0.321,0.6369
2633,['VWs electric bet in China brings global muscle to zeroemissions race  '],0.0,1.0,0.0,0.0
2634,['AstraZenecas combo drug for lung cancer succeeds in latestage trial  '],0.265,0.542,0.193,-0.296
2635,['Pentagon deal to boost Microsofts position in cloud computing analysts  '],0.0,0.787,0.213,0.4019
2636,['Tennis Halep mounts raging comeback for win over Andreescu  '],0.224,0.526,0.25,0.1027
2637,['SampP 500 hits record high on hopes of trade deal rate cut  '],0.132,0.692,0.176,0.1779
2638,['Football Bellerin calls for Arsenal unity after Xhaka tantrum  '],0.237,0.763,0.0,-0.4215
2639,['AstraZeneca cancer drug combo meets latestage trial goal  '],0.355,0.645,0.0,-0.6597
2640,['Exclusive Google owner Alphabet in bid to buy Fitbit  sources  '],0.0,1.0,0.0,0.0
2641,['Formula 1 Vettel takes issue with selfie guy and sponsored trophy  '],0.0,1.0,0.0,0.0
2642,['Trump says US will cooperate with likeminded nations on 5G networks  '],0.0,1.0,0.0,0.0
2643,['LVMH wants to tie knot with Tiffany to tap fastgrowing jewelry market  '],0.0,1.0,0.0,0.0
2644,['Ebbing flows curb US goods trade deficit inventories mixed  '],0.231,0.769,0.0,-0.4019
2645,['Hong Kong students take protest to virtual world  '],0.2,0.8,0.0,-0.25
2646,['Athletics Johnson urges quick return to training for Tokyo aspirants  '],0.0,1.0,0.0,0.0
2647,['Catalan unrest makes separatist conflict visible Grassroots group  '],0.223,0.777,0.0,-0.3182
2648,['Tanjung Piai byelection Pakatan Harapan names candidate while Barisan Nasional keeps mum  '],0.0,1.0,0.0,0.0
2649,['With Baghdadi gone who is heir to the caliph  '],0.0,1.0,0.0,0.0
2650,['Vettel takes issue with selfie guy and sponsored trophy  '],0.0,1.0,0.0,0.0
2651,['Trump says may release partial video of Baghdadi raid  '],0.0,1.0,0.0,0.0
2652,['Hong Kong enters recession official says as protests again erupt in flames  '],0.299,0.701,0.0,-0.5719
2653,['ATampT to add directors sell up to US10 billion in assets next year  '],0.0,0.884,0.116,0.1779
2654,['Travel medicine planning often skips contraception  '],0.0,1.0,0.0,0.0
2655,['Trade optimism rate cut hopes propel SampP 500 to record high  '],0.121,0.517,0.362,0.6369
2656,['Richard Bransons Virgin Galactic takes off in NYSE debut  '],0.0,1.0,0.0,0.0
2657,['Bellerin calls for Arsenal unity after Xhaka tantrum  '],0.259,0.741,0.0,-0.4215
2658,['Truck driver remanded at UK court over 39 dead migrants  '],0.301,0.699,0.0,-0.6486
2659,['US FAA sees need to raise standards for airplane pilot training around the world  '],0.0,1.0,0.0,0.0
2660,['US FAA sees need to raise standards for aeroplane pilot training around the world  '],0.0,1.0,0.0,0.0
2661,['Trump says ahead of schedule to sign part of China trade deal  '],0.0,1.0,0.0,0.0
2662,['World Cup semifinal defeat stings but Welsh rugby in good hands Shane Williams  '],0.112,0.672,0.216,0.431
2663,['Allergan settles Alzheimers therapy lawsuit for US750 million  '],0.192,0.808,0.0,-0.2263
2664,['Thousands ordered to flee fastmoving Los Angeles wildfire  '],0.0,1.0,0.0,0.0
2665,['Motor racing Hamilton all set for a sixth celebration in Texas  '],0.0,1.0,0.0,0.0
2666,['SampP 500 set to open at record high on trade optimism rate cut hopes  '],0.103,0.588,0.309,0.6369
2667,['Bangladesh cricketers earn pay rise after strike  '],0.326,0.674,0.0,-0.2263
2668,['US5 million drug haul as Rohingya detained in Bangladesh  '],0.231,0.769,0.0,-0.4019
2669,['Japan South Korea to study fund to ease wartime forced labour issue Report  '],0.171,0.686,0.143,-0.128
2670,['US goods trade deficit falls in September inventories mixed  '],0.231,0.769,0.0,-0.4019
2671,['Uighur musician listed for China show year after disappearance  '],0.0,1.0,0.0,0.0
2672,['Flights and fake passports The VIP packages enticing Vietnamese to UK  '],0.181,0.584,0.235,0.2342
2673,['German conservative leader faces rebellion after election trouncing  '],0.158,0.842,0.0,-0.128
2674,['Bayerns Martinez sidelined for German Cup second round  '],0.0,1.0,0.0,0.0
2675,['Police investigating discharge of fireworks at Jurong West  '],0.0,1.0,0.0,0.0
2676,['India allows EU lawmakers into Kashmir in first foreign visit since clampdown  '],0.0,1.0,0.0,0.0
2677,['ATampT to add new directors sell up to US10 billion in assets next year  '],0.0,0.892,0.108,0.1779
2678,['The Force is with Microsoft Shares up on winning JEDI contract  '],0.0,0.641,0.359,0.6808
2679,['Futures rise on trade optimism rate cut hopes  '],0.146,0.417,0.438,0.6369
2680,['Brazil rates to hit record low 500per cent seen falling further Reuters poll  '],0.236,0.764,0.0,-0.4019
2681,['Angry at criticism Philippines Duterte dares vice president to take over law enforcement  '],0.182,0.818,0.0,-0.4404
2682,['New tuberculosis treatment for developing countries to cost US1040  '],0.0,1.0,0.0,0.0
2683,['Bitcoin holds ground after China voices support for blockchain  '],0.0,0.769,0.231,0.4019
2684,['Salahs ankle nothing to worry about says Klopp  '],0.0,0.769,0.231,0.3412
2685,['67yearold becomes Chinas oldest new mother  '],0.0,1.0,0.0,0.0
2686,['US Democrats push to hear from former Trump aide Bolton in impeachment probe  '],0.0,1.0,0.0,0.0
2687,['Students flood Iraq streets defying government and parents  '],0.0,1.0,0.0,0.0
2688,['GlaxoSmithKline starts latestage trial for experimental antibiotic  '],0.0,1.0,0.0,0.0
2689,['Semifinal defeat stings but Welsh rugby in good hands  Williams  '],0.135,0.606,0.259,0.431
2690,['ATampT adds more monthly billpaying subscribers than expected  '],0.0,1.0,0.0,0.0
2691,['England expecting Springboks to charge through the front door  '],0.0,1.0,0.0,0.0
2692,['In a Nike factory in Argentinas hinterland the ghost of Macris fall  '],0.173,0.827,0.0,-0.3182
2693,['IMF urges Lebanon reforms protesters keep up pressure  '],0.369,0.631,0.0,-0.4767
2694,['Bulletproof vests World Cup autopsy brutal says All Black Williams  '],0.291,0.709,0.0,-0.6249
2695,['Tennis Berrettini reaches Top 10 for the first time  '],0.0,0.727,0.273,0.25
2696,['Spotify revenue beats as more paid subscribers tune in shares rise  '],0.0,0.833,0.167,0.296
2697,['Google results to share stage with US antitrust probe  '],0.0,0.804,0.196,0.296
2698,['Emerging markets need more say on digital currencies Chinese official  '],0.0,1.0,0.0,0.0
2699,['Missouris only abortion clinic to challenge state shutdown order  '],0.0,0.874,0.126,0.0772
2700,['Colombia elects first woman mayor of Bogota  '],0.0,1.0,0.0,0.0
2701,['LVMH confirms interest in acquiring luxury jeweler Tiffany  '],0.0,0.727,0.273,0.4588
2702,['After Baghdadi death Southeast Asia expects long fight against Islamic States influence  '],0.371,0.629,0.0,-0.7579
2703,['Two PMDrelated fires break out on the same day 2 hospitalised 40 evacuated  '],0.0,1.0,0.0,0.0
2704,['Afghanistan says death of Islamic State leader delivers big blow to Afghan faction  '],0.231,0.769,0.0,-0.5994
2705,['Italy right triumphs in leftwing stronghold  '],0.0,0.526,0.474,0.5423
2706,['South Korea ratifies Britain FTA ahead of Brexit  '],0.0,1.0,0.0,0.0
2707,['EU likely to agree Brexit delay as PM Johnson seeks an election  '],0.146,0.696,0.158,0.0516
2708,['Chinas Communist Party elite open key conclave  '],0.0,0.722,0.278,0.4019
2709,['Fivetalking points from the Serie A weekend  '],0.0,1.0,0.0,0.0
2710,['LVMH confirms interest in acquiring luxury jeweller Tiffany  '],0.0,0.727,0.273,0.4588
2711,['South Africa expect FordFarrell axis in final  '],0.0,1.0,0.0,0.0
2712,['Investors brace for poor US shale earnings amid weak oil and gas prices  '],0.333,0.667,0.0,-0.7184
2713,['Hong Kong enters recession as street protests erupt in flames  '],0.343,0.657,0.0,-0.5719
2714,['Pakistan teen Naseem could be surprise package in Australia  coach  '],0.0,0.826,0.174,0.2732
2715,['UK sends documents to Vietnam to help identify truck victims  '],0.164,0.643,0.193,0.1027
2716,['Thai Siam Cements packaging unit set for US1 billion IPO Source  '],0.0,1.0,0.0,0.0
2717,['Asian shares climb to threemonth high currencies mark time  '],0.0,0.804,0.196,0.296
2718,['Indonesias President Joko Widodo opens bridge in Papua amid efforts to quell unrest  '],0.0,1.0,0.0,0.0
2719,['LVMH confirms talks over possible acquisition of jeweler Tiffany  '],0.0,1.0,0.0,0.0
2720,['Xi Jinpings pep talk on blockchain lifts Chinese tech shares  '],0.0,0.82,0.18,0.296
2721,['Cambodian soldiers divers scour island for missing Brit tourist  '],0.196,0.804,0.0,-0.296
2722,['RT  So far more than 2600  officers details have been maliciously exposed online says Hong Kong Police Fo'],0.071,0.929,0.0,-0.0772
2723,['RT   says at 4am cleaners at Nathan Road found an item labelled not exploded dangerous This comes amid'],0.0,0.869,0.131,0.3724
2724,['New species found in whale shark mouth  '],0.0,1.0,0.0,0.0
2725,['Delhi fights hazardous pollution after Deepavali party  '],0.237,0.526,0.237,0.0
2726,['Investor Cat Rock says Prosus undermining Just Eat sale  '],0.217,0.783,0.0,-0.3612
2727,['Cambodian soldiers divers scour island for missing Brit tourist  '],0.196,0.804,0.0,-0.296
2728,['RT  JUST IN Bersatu named 66 year old Tg Piai division chief Hj Karmaine Sardini as PH candidate in the parliamentary by electi'],0.0,1.0,0.0,0.0
2729,['England expecting Springboks to charge through the front door  '],0.0,1.0,0.0,0.0
2730,['Emerging markets need to crack down on illegal flows via digital currency  Chinese official  '],0.205,0.795,0.0,-0.5574
2731,['Williams asks NZ Rugby to promote coaching diversity  '],0.0,0.755,0.245,0.3818
2732,['Japan ramps up spending for typhoon relief but workers are scarce  '],0.0,0.843,0.157,0.2617
2733,['Football Cannavaro on the brink at Guangzhou after alarming slump  '],0.13,0.87,0.0,-0.128
2734,['Small oilandgas companies get cold shoulder from large banks  '],0.0,1.0,0.0,0.0
2735,['HSBC boss says bank underperforming in Europe US as profits slip  '],0.0,0.791,0.209,0.4404
2736,['Romania Hungary recruit in Asia to fill labour shortage  '],0.182,0.818,0.0,-0.25
2737,['What the stars wore this Deepavali Festive looks from local personalities  '],0.0,0.786,0.214,0.4588
2738,['HSBC Q3 pretax profit falls 18 misses forecasts  '],0.161,0.593,0.246,0.25
2739,['Man Uniteds Pogba out until December with ankle injury  '],0.237,0.763,0.0,-0.4215
2740,['Oil drops after data shows industrial profits decline in China  '],0.0,0.775,0.225,0.4404
2741,['Trump booed at World Series baseball game  '],0.0,1.0,0.0,0.0
2742,['Hong Kong enters recession as protests show no sign of relenting  '],0.434,0.566,0.0,-0.7096
2743,['Melbourne Cup tickets to help fund retired horse welfare  '],0.0,0.769,0.231,0.4019
2744,['Southampton to donate wages from Foxes defeat to charity  '],0.217,0.58,0.203,-0.0516
2745,['Rugby Black market booming for World Cup final tickets  '],0.0,1.0,0.0,0.0
2746,['World Series fans greet Trump vision with boos chants  '],0.0,0.65,0.35,0.5106
2747,['Prologis to buy warehouse rival Liberty in US126 billion deal  '],0.0,0.746,0.254,0.5267
2748,['Black market booming for World Cup final tickets  '],0.0,1.0,0.0,0.0
2749,['Emotions spill over as PNG qualify for T20 World Cup  '],0.0,1.0,0.0,0.0
2750,['Aussie police get shoottokill power for marauding drivers  '],0.0,1.0,0.0,0.0
2751,['Fann and Chris as zombies Jessica Biel as Justin Timberlake Celebs Halloween getups  '],0.0,1.0,0.0,0.0
2752,['Darwin rolls out its first Laksa Festival a monthlong celebration of the dish  '],0.0,0.789,0.211,0.4939
2753,['Commonwealth double deaths Man charged with murder of 56yearold woman  '],0.419,0.581,0.0,-0.7579
2754,['54yearold woman charged with murder of man in Ang Mo Kio flat  '],0.371,0.629,0.0,-0.7579
2755,['Oil holds steady as Russia reaffirms commitment to output cuts  '],0.159,0.652,0.188,0.1027
2756,['Verstappen has to be given more space says Hamilton  '],0.0,1.0,0.0,0.0
2757,['Joker reclaims No 1 spot on box office charts in its fourth weekend  '],0.155,0.845,0.0,-0.296
2758,['Asian shares edge up to threemonth high dollar marks time before Fed  '],0.0,0.845,0.155,0.296
2759,['US lawmaker accused of relationship with staffer resigns  '],0.391,0.609,0.0,-0.5423
2760,['Golf Woods wins in Japan ties Snead for PGA Tour record with 82nd victory  '],0.0,0.791,0.209,0.5719
2761,['NWSL championship MVP Debinha the complete player coach  '],0.0,0.734,0.266,0.4404
2762,['Motorsports F1 stewards stumped by Norris unsafe release  '],0.0,1.0,0.0,0.0
2763,['F1 stewards stumped by Norriss unsafe release  '],0.0,1.0,0.0,0.0
2764,['New Zealand boss rules out Gatland for All Blacks coach  '],0.0,1.0,0.0,0.0
2765,['Carolinas soccerhungry fans bask in NWSL glow  '],0.0,1.0,0.0,0.0
2766,['Football Sevengoal Atalanta run riot to close in on Juventus  '],0.265,0.735,0.0,-0.5574
2767,['Football Doubles for Icardi Mbappe as PSG outclass old rivals Marseille  '],0.0,1.0,0.0,0.0
2768,['Football Klopp delighted as Liverpool show resilience once again  '],0.0,0.732,0.268,0.5106
2769,['Germanys farright AfD hopes for gains in eastern heartland  '],0.0,0.606,0.394,0.6369
2770,['Prologis agrees to US126 billion allstock deal to buy Liberty Property Trust  '],0.0,0.541,0.459,0.8176
2771,['Football Arsenal held by Crystal Palace at home amid VAR controversy  '],0.0,1.0,0.0,0.0
2772,['Lost Italian Renaissance painting found in kitchen sells for 24 million euros  '],0.0,1.0,0.0,0.0
2773,['Courage take second consecutive NWSL title with 40 win  '],0.0,0.703,0.297,0.5859
2774,['Klopp delighted as Liverpool show resilience once again  '],0.0,0.708,0.292,0.5106
2775,['Lights Camera Action These jewels are inspired by movie magic  '],0.0,0.592,0.408,0.7351
2776,['The silent heart attack you didnt know you had  and how it could kill you  '],0.358,0.642,0.0,-0.8316
2777,['Commentary Living with dementia anguish and guilt plague families caring for loved ones  '],0.26,0.433,0.307,0.2732
2778,['This 25yearold makes clothes for the disabled Shes still finding acceptance in the design industry '],0.0,0.833,0.167,0.4588
2779,['State of emergency as California fires spread  '],0.271,0.729,0.0,-0.3818
2780,['Preserving Malaysias traditional houses one pillar at a time  '],0.0,1.0,0.0,0.0
2781,['Commentary How can I beat the curse of endless office emails  '],0.259,0.741,0.0,-0.5423
2782,['Commentary Can the Tokyo Olympics rebuild Japans image  '],0.0,1.0,0.0,0.0
2783,['US lawmakers will press Boeing CEO for answers on 737 MAX crashes  '],0.0,1.0,0.0,0.0
2784,['Bolivia president Morales says rivals preparing coup  '],0.0,1.0,0.0,0.0
2785,['Football Gremio bounce back from Libertadores exit with 30 win  '],0.0,0.725,0.275,0.5859
2786,['Formula 1 Hamilton wins in Mexico but must wait for sixth title  '],0.0,0.824,0.176,0.3291
2787,['Tennis Thiem wins 16th career title with Vienna triumph  '],0.0,0.541,0.459,0.7783
2788,['Trump describes daring US raid on Baghdadi as like a movie  '],0.0,0.643,0.357,0.6124
